Y,Z
0.5462646484,-0.07189941406
0.5717773438,-0.01391601562
0.5268554688,0.07421875
0.4696044922,0.1110839844
0.3978271484,0.1069335938
0.3232421875,0.1076660156
0.2860107422,0.1156005859
0.3073730469,0.08764648437
0.2971191406,-0.05749511718
0.3244628906,-0.1146240234
0.365234375,-0.1784667969
0.3779296875,-0.2027587891
0.4055175781,-0.1766357422
0.4548339844,-0.1060791016
0.5003662109,-0.02294921875
0.5196533203,0.03649902343
0.4938964844,0.05895996093
0.3217773438,0.05883789062
0.248046875,0.06555175781
0.2314453125,0.080078125
0.2843017578,0.02661132812
0.3236083984,-0.08374023437
0.3463134766,-0.1534423828
0.3790283203,-0.1624755859
0.4393310547,-0.1263427734
0.5162353516,-0.07080078125
0.5076904297,0.06811523437
0.4605712891,0.1043701172
0.3841552734,0.1087646484
0.2965087891,0.1105957031
0.2512207031,0.1224365234
0.2529296875,0.1271972656
0.2529296875,0.0869140625
0.2745361328,0.02307128906
0.3757324219,-0.08544921875
0.41015625,-0.08544921875
0.4409179688,-0.0771484375
0.4913330078,-0.06994628906
0.4932861328,-0.02563476562
0.4703369141,0.06799316406
0.4356689453,0.1232910156
0.2978515625,0.07202148437
0.2589111328,0.0302734375
0.287109375,-0.02380371093
0.345703125,-0.0986328125
0.3778076172,-0.1002197266
0.3842773438,-0.04821777343
0.3870849609,-0.04077148437
0.4466552734,-0.07373046875
0.6033935547,-0.07678222656
0.7426757813,-0.03735351562
0.7465820313,0.09204101562
0.6419677734,0.2448730469
0.5417480469,0.3215332031
0.4744873047,0.3629150391
0.4046630859,0.3538818359
0.3669433594,0.2294921875
0.2672119141,0.1026611328
0.2052001953,0.02355957031
0.2810058594,-0.06774902343
0.4302978516,-0.1268310547
0.4769287109,-0.03881835937
0.5882568359,0.4052734375
0.5303955078,0.4794921875
0.431640625,0.4461669922
0.3670654297,0.3797607422
0.3510742188,0.3151855469
0.3355712891,0.2604980469
0.2843017578,0.1673583984
0.1793212891,0.0146484375
0.2341308594,-0.04370117187
0.2779541016,-0.09350585937
0.3041992188,-0.1005859375
0.3605957031,-0.09045410156
0.4328613281,-0.04467773437
0.5217285156,0.06384277343
0.4840087891,0.09350585937
0.4367675781,0.09765625
0.3654785156,0.1008300781
0.3035888672,0.1059570313
0.2672119141,0.1137695313
0.2762451172,-0.00158691406
0.2803955078,-0.06591796875
0.3284912109,-0.1124267578
0.3743896484,-0.1423339844
0.3984375,-0.1395263672
0.4333496094,-0.1168212891
0.5124511719,-0.04821777343
0.4930419922,0.02502441406
0.3406982422,0.05163574218
0.2740478516,0.08374023437
0.2785644531,0.0341796875
0.2989501953,-0.04956054687
0.3048095703,-0.08874511718
0.4027099609,-0.1278076172
0.4660644531,-0.06457519531
0.5377197266,-0.03540039062
0.5007324219,0.02893066406
0.4522705078,0.07067871093
0.3068847656,0.08081054687
0.25,0.08508300781
0.2670898438,0.00939941406
0.2669677734,-0.0517578125
0.3660888672,-0.1285400391
0.4094238281,-0.1225585938
0.4517822266,-0.1000976563
0.5085449219,-0.06616210937
0.486328125,-0.021484375
0.37109375,0.01818847656
0.2868652344,0.01184082031
0.2377929688,0.00854492187
0.2407226563,-0.0126953125
0.2921142578,-0.02966308593
0.4304199219,-0.03674316406
0.4613037109,-0.05212402343
0.5197753906,-0.09338378906
0.5338134766,-0.1004638672
0.5278320313,-0.06372070312
0.4279785156,0.06359863281
0.3582763672,0.0712890625
0.2504882813,0.06884765625
0.2760009766,0.04333496093
0.3371582031,-0.05444335937
0.3846435547,-0.1070556641
0.4193115234,-0.1473388672
0.4959716797,-0.1020507813
0.5166015625,-0.04931640625
0.4561767578,0.2608642578
0.3857421875,0.2701416016
0.2960205078,0.2254638672
0.2944335938,0.1539306641
0.2744140625,0.05834960937
0.3050537109,-0.1147460938
0.3803710938,-0.162109375
0.4075927734,0.01782226562
0.4509277344,0.1834716797
0.4456787109,0.4150390625
0.3883056641,0.4479980469
0.3331298828,0.2873535156
0.3121337891,0.2116699219
0.2872314453,0.1748046875
0.2550048828,0.03942871093
0.2750244141,0.00927734375
0.353515625,-0.05554199218
0.3853759766,-0.048828125
0.4576416016,-0.00354003906
0.4873046875,0.03845214843
0.4228515625,0.1175537109
0.3480224609,0.1243896484
0.2861328125,0.1285400391
0.2886962891,0.09716796875
0.2971191406,0.00671386718
0.3079833984,-0.07263183593
0.3656005859,-0.1064453125
0.4180908203,-0.1032714844
0.4555664063,-0.07568359375
0.4846191406,0.01513671875
0.4517822266,0.07104492187
0.3155517578,0.1160888672
0.2917480469,0.1246337891
0.2916259766,0.06237792968
0.2625732422,-0.06787109375
0.3237304688,-0.1298828125
0.4057617188,-0.1333007813
0.4549560547,-0.09558105468
0.5258789063,-0.01953125
0.4956054688,0.07336425781
0.4019775391,0.1453857422
0.3463134766,0.1436767578
0.2719726563,0.1052246094
0.2497558594,0.00378417968
0.2517089844,-0.1353759766
0.3062744141,-0.1790771484
0.3549804688,-0.1856689453
0.4534912109,-0.1237792969
0.47265625,-0.06506347656
0.4291992188,0.03540039062
0.3813476563,0.02783203125
0.2570800781,0.01928710937
0.2512207031,0.01489257812
0.3200683594,-0.04406738281
0.3426513672,-0.04272460937
0.3918457031,-0.06823730468
0.4136962891,-0.06494140625
0.5018310547,-0.09191894531
0.5358886719,-0.09887695312
0.4448242188,-0.02355957031
0.3764648438,-0.00024414062
0.2580566406,0.04174804687
0.2916259766,-0.02722167968
0.3715820313,-0.09313964843
0.4073486328,-0.1174316406
0.4365234375,-0.08935546875
0.4774169922,-0.0703125
0.5252685547,-0.09460449218
0.515625,-0.0546875
0.4548339844,0.00964355468
0.3322753906,0.1323242188
0.2996826172,0.1619873047
0.3427734375,-0.04333496093
0.3371582031,-0.1319580078
0.4641113281,-0.1693115234
0.4792480469,-0.1193847656
0.4790039063,0.2271728516
0.5191650391,0.4647216797
0.4915771484,0.5838623047
0.4353027344,0.5009765625
0.4128417969,0.3002929688
0.3863525391,0.2342529297
0.3195800781,0.09814453125
0.2868652344,0.02404785156
0.3076171875,-0.1032714844
0.3314208984,-0.1292724609
0.4154052734,-0.07360839843
0.4798583984,-0.01416015625
0.5013427734,0.0556640625
0.4365234375,0.07214355468
0.28125,0.1198730469
0.2868652344,0.1077880859
0.3087158203,-0.05944824218
0.3154296875,-0.09802246093
0.3869628906,-0.1535644531
0.4475097656,-0.1428222656
0.5297851563,-0.08996582031
0.5432128906,-0.06274414062
0.4404296875,0.01672363281
0.3599853516,0.05041503906
0.2630615234,0.08422851562
0.2769775391,0.02380371093
0.3179931641,-0.1324462891
0.3803710938,-0.1711425781
0.4256591797,-0.1700439453
0.4566650391,-0.1254882813
0.4522705078,-0.0087890625
0.3718261719,-0.00378417968
0.2241210938,0.04382324218
0.2915039063,0.005859375
0.3415527344,-0.09436035156
0.3686523438,-0.1378173828
0.4124755859,-0.1082763672
0.533203125,-0.04760742187
0.5069580078,-0.04357910156
0.4338378906,-0.03833007812
0.2454833984,0.02966308593
0.2796630859,-0.0458984375
0.3433837891,-0.1141357422
0.3952636719,-0.126953125
0.4626464844,-0.09802246093
0.5239257813,-0.08374023437
0.4664306641,-0.04663085937
0.3885498047,-0.03491210937
0.2672119141,0.02661132812
0.2841796875,-0.0234375
0.2852783203,-0.1413574219
0.3936767578,-0.1755371094
0.4759521484,-0.1436767578
0.6506347656,-0.08569335937
0.6247558594,0.07141113281
0.4512939453,0.2034912109
0.3668212891,0.2093505859
0.3229980469,0.1273193359
0.2872314453,-0.02233886718
0.4072265625,-0.1490478516
0.4193115234,-0.08288574218
0.4190673828,0.283203125
0.4407958984,0.4591064453
0.4110107422,0.3345947266
0.3061523438,0.197265625
0.2600097656,0.1103515625
0.2843017578,-0.06225585937
0.3449707031,-0.1760253906
0.4774169922,-0.06640625
0.5467529297,0.03076171875
0.5086669922,0.1610107422
0.3843994141,0.1010742188
0.2622070313,0.1021728516
0.2738037109,0.021484375
0.275390625,-0.02526855468
0.3621826172,-0.1026611328
0.4144287109,-0.1058349609
0.5102539063,-0.01953125
0.4815673828,0.09704589843
0.4133300781,0.1044921875
0.2835693359,0.09362792968
0.2824707031,0.07470703125
0.2724609375,-0.04602050781
0.3000488281,-0.0859375
0.3853759766,-0.1120605469
0.51953125,-0.03210449218
0.544921875,0.1005859375
0.4055175781,0.1563720703
0.3383789063,0.1545410156
0.2724609375,0.09350585937
0.2192382813,-0.03894042968
0.3392333984,-0.13671875
0.4010009766,-0.1024169922
0.4575195313,-0.05102539062
0.4743652344,0.1103515625
0.3720703125,0.125
0.30078125,0.1116943359
0.2775878906,0.05505371093
0.2869873047,-0.02563476562
0.2829589844,-0.09155273437
0.3916015625,-0.04748535156
0.4013671875,-0.05895996093
0.4035644531,-0.048828125
0.4488525391,-0.02136230468
0.4196777344,0.03430175781
0.3801269531,0.07067871093
0.3134765625,0.09057617187
0.3132324219,0.03552246093
0.3406982422,-0.04919433593
0.2604980469,-0.08776855468
0.3405761719,-0.03442382812
0.3751220703,-0.03686523437
0.4757080078,-0.02624511718
0.4342041016,0.02600097656
0.4326171875,0.04028320312
0.3978271484,0.03247070312
0.3765869141,0.001953125
0.3533935547,-0.07507324218
0.3221435547,-0.1314697266
0.3464355469,-0.1196289063
0.3940429688,-0.09851074218
0.4151611328,-0.1188964844
0.4365234375,-0.06762695312
0.4500732422,-0.04077148437
0.4100341797,-0.02026367187
0.3931884766,-0.02136230468
0.3603515625,-0.01245117187
0.4031982422,-0.08459472656
0.4332275391,-0.1333007813
0.3576660156,-0.07434082031
0.3753662109,-0.01574707031
0.3967285156,-0.0087890625
0.4139404297,-0.07946777343
0.4428710938,-0.07299804687
0.4489746094,-0.05517578125
0.4244384766,-0.00524902343
0.3637695313,-0.00720214843
0.3297119141,-0.03051757812
0.3804931641,-0.06164550781
0.3704833984,-0.0625
0.3988037109,-0.04443359375
0.3879394531,-0.09228515625
0.3830566406,-0.1141357422
0.388671875,-0.09155273437
0.4372558594,-0.02612304687
0.4152832031,0.05212402343
0.3676757813,0.0751953125
0.3128662109,0.05651855468
0.2921142578,0.01733398437
0.3092041016,-0.1011962891
0.2780761719,-0.09545898437
0.4074707031,-0.06774902343
0.4462890625,-0.1149902344
0.4415283203,-0.0244140625
0.4572753906,0.09777832031
0.4177246094,0.1097412109
0.3762207031,0.09008789062
0.3645019531,0.05737304687
0.4152832031,-0.03332519531
0.4554443359,-0.166015625
0.3364257813,-0.02526855468
0.3433837891,-0.05017089843
0.4193115234,-0.1452636719
0.5091552734,-0.08129882812
0.4974365234,-0.01513671875
0.4237060547,0.02587890625
0.3251953125,0.05590820312
0.3309326172,0.04736328125
0.3616943359,0.03967285156
0.40234375,-0.01623535156
0.3647460938,-0.0595703125
0.3352050781,-0.1339111328
0.3576660156,-0.1007080078
0.455078125,-0.03112792968
0.4074707031,0.03015136718
0.3483886719,0.05065917968
0.3559570313,-0.0244140625
0.3991699219,-0.1278076172
0.3099365234,-0.04724121093
0.3509521484,-0.0185546875
0.4123535156,-0.1048583984
0.4614257813,-0.02746582031
0.4244384766,0.08532714843
0.3719482422,0.0888671875
0.3270263672,0.04296875
0.328125,-0.06579589843
0.2913818359,-0.1354980469
0.3422851563,-0.07482910156
0.3459472656,-0.09594726562
0.4041748047,-0.08813476562
0.466796875,-0.02600097656
0.4235839844,0.04040527343
0.3881835938,0.04052734375
0.3817138672,0.03576660156
0.3664550781,-0.0595703125
0.3786621094,-0.1119384766
0.3834228516,-0.07592773437
0.3719482422,-0.1032714844
0.3444824219,-0.08361816406
0.3656005859,0.00427246093
0.3879394531,0.1032714844
0.3957519531,0.06677246093
0.3687744141,0.02673339843
0.2999267578,-0.07446289062
0.2774658203,-0.07116699218
0.3703613281,-0.07275390625
0.4041748047,-0.1121826172
0.4464111328,-0.04309082031
0.43359375,0.00695800781
0.4339599609,0.04895019531
0.3955078125,0.04919433593
0.3708496094,-0.00720214843
0.3549804688,-0.05993652343
0.3015136719,-0.0908203125
0.3309326172,-0.05383300781
0.369140625,-0.09191894531
0.3876953125,-0.08142089843
0.4265136719,-0.06506347656
0.3889160156,-0.01818847656
0.3686523438,0.01293945312
0.3215332031,-0.00341796875
0.3089599609,-0.08581542968
0.3321533203,-0.02575683593
0.3167724609,-0.06176757812
0.3294677734,-0.1335449219
0.3605957031,-0.1323242188
0.4340820313,-0.09716796875
0.4150390625,-0.08203125
0.4018554688,-0.0126953125
0.3489990234,0.02087402343
0.3698730469,-0.06970214843
0.3422851563,-0.05993652343
0.3416748047,-0.00854492187
0.3416748047,-0.07275390625
0.3852539063,-0.1086425781
0.4415283203,-0.06811523437
0.4445800781,-0.03210449218
0.3723144531,0.03845214843
0.3083496094,0.04650878906
0.2789306641,-0.00854492187
0.2978515625,-0.09375
0.3438720703,-0.04846191406
0.3640136719,-0.05883789062
0.4025878906,-0.09265136718
0.4182128906,0.01025390625
0.3923339844,0.09790039062
0.2996826172,0.09460449218
0.2745361328,0.00524902343
0.3182373047,-0.09313964843
0.4024658203,-0.05285644531
0.4028320313,-0.08471679687
0.4122314453,-0.01306152343
0.3857421875,0.076171875
0.3552246094,0.1033935547
0.2941894531,0.06469726562
0.2917480469,0.0078125
0.2891845703,-0.08349609375
0.3889160156,-0.1103515625
0.4072265625,-0.07495117187
0.4383544922,0.05236816406
0.3908691406,0.1329345703
0.3287353516,0.1154785156
0.3134765625,0.0947265625
0.3143310547,-0.1086425781
0.3543701172,-0.1070556641
0.4155273438,-0.046875
0.4337158203,0.04577636718
0.3763427734,0.06335449218
0.2998046875,0.04064941406
0.3071289063,-0.00183105468
0.3041992188,-0.03540039062
0.3599853516,-0.05529785156
0.4425048828,-0.06665039062
0.4573974609,-0.03405761718
0.4006347656,0.02563476562
0.2817382813,-0.01110839843
0.2939453125,-0.03161621093
0.3348388672,-0.00756835937
0.3911132813,-0.01135253906
0.4169921875,-0.03527832031
0.4848632813,-0.08959960937
0.3588867188,-0.05444335937
0.2624511719,-0.044921875
0.2810058594,-0.02868652343
0.3077392578,0.00634765625
0.3793945313,-0.00183105468
0.4462890625,-0.04724121093
0.4879150391,-0.09619140625
0.3615722656,-0.048828125
0.2863769531,-0.02038574218
0.2413330078,-0.04113769531
0.2692871094,-0.00903320312
0.3579101563,0.03564453125
0.3563232422,0.03942871093
0.3333740234,0.01843261718
0.3010253906,0.03833007812
0.3450927734,0.07836914062
0.4979248047,0.1932373047
0.3911132813,0.03369140625
0.1776123047,-0.03393554687
0.2917480469,-0.013671875
0.615234375,-0.01159667968
0.5570068359,-0.01342773437
0.2943115234,0.00866699218
0.2731933594,0.00915527343
0.3588867188,0.0146484375
0.3939208984,0.00476074218
0.4489746094,-0.02685546875
0.5109863281,-0.06823730468
0.4274902344,0.04077148437
0.3338623047,0.1069335938
0.2756347656,0.04211425781
0.2691650391,-0.05932617187
0.3692626953,-0.0888671875
0.4208984375,-0.06433105468
0.4842529297,-0.03674316406
0.4140625,0.0576171875
0.2712402344,0.09106445312
0.2572021484,0.02453613281
0.3560791016,-0.08422851562
0.4533691406,-0.03527832031
0.4830322266,0.00231933593
0.2813720703,0.0849609375
0.2593994141,0.06884765625
0.2634277344,-0.0654296875
0.33203125,-0.06164550781
0.4503173828,-0.01098632812
0.380859375,0.01489257812
